DATE,COMNAM,TICKER,RET
20101026,TESLA MOTORS INC,TSLA,0.024460
20101027,TESLA MOTORS INC,TSLA,-0.016854
20101028,TESLA MOTORS INC,TSLA,0.009048
20101029,TESLA MOTORS INC,TSLA,0.030675
20101101,TESLA MOTORS INC,TSLA,-0.019689
20101102,TESLA MOTORS INC,TSLA,-0.007473
20101103,TESLA MOTORS INC,TSLA,0.024471
20101104,TESLA MOTORS INC,TSLA,0.143776
20101105,TESLA MOTORS INC,TSLA,-0.018474
20101108,TESLA MOTORS INC,TSLA,0.022095
20101109,TESLA MOTORS INC,TSLA,-0.014011
20101110,TESLA MOTORS INC,TSLA,0.192042
20101111,TESLA MOTORS INC,TSLA,-0.045129
20101112,TESLA MOTORS INC,TSLA,0.064384
20101115,TESLA MOTORS INC,TSLA,0.032172
20101116,TESLA MOTORS INC,TSLA,-0.036688
20101117,TESLA MOTORS INC,TSLA,-0.006067
20101118,TESLA MOTORS INC,TSLA,0.013564
20101119,TESLA MOTORS INC,TSLA,0.036802
20101122,TESLA MOTORS INC,TSLA,0.077767
20101123,TESLA MOTORS INC,TSLA,0.035030
20101124,TESLA MOTORS INC,TSLA,0.026034
20101126,TESLA MOTORS INC,TSLA,-0.004229
20101129,TESLA MOTORS INC,TSLA,-0.028029
20101130,TESLA MOTORS INC,TSLA,0.029129
20101201,TESLA MOTORS INC,TSLA,-0.027739
20101202,TESLA MOTORS INC,TSLA,-0.058224
20101203,TESLA MOTORS INC,TSLA,-0.026584
20101206,TESLA MOTORS INC,TSLA,-0.037472
20101207,TESLA MOTORS INC,TSLA,0.041241
20101208,TESLA MOTORS INC,TSLA,0.025665
20101209,TESLA MOTORS INC,TSLA,-0.009886
20101210,TESLA MOTORS INC,TSLA,-0.016537
20101213,TESLA MOTORS INC,TSLA,-0.030774
20101214,TESLA MOTORS INC,TSLA,-0.066121
20101215,TESLA MOTORS INC,TSLA,0.037504
20101216,TESLA MOTORS INC,TSLA,0.040878
20101217,TESLA MOTORS INC,TSLA,0.017851
20101220,TESLA MOTORS INC,TSLA,0.010842
20101221,TESLA MOTORS INC,TSLA,0.017666
20101222,TESLA MOTORS INC,TSLA,0.011469
20101223,TESLA MOTORS INC,TSLA,-0.077843
20101227,TESLA MOTORS INC,TSLA,-0.150914
20101228,TESLA MOTORS INC,TSLA,0.033700
20101229,TESLA MOTORS INC,TSLA,0.049981
20101230,TESLA MOTORS INC,TSLA,-0.044356
20101231,TESLA MOTORS INC,TSLA,0.004906
20110103,TESLA MOTORS INC,TSLA,-0.000375
20110104,TESLA MOTORS INC,TSLA,0.001878
20110105,TESLA MOTORS INC,TSLA,0.005999
20110106,TESLA MOTORS INC,TSLA,0.039135
20110107,TESLA MOTORS INC,TSLA,0.012913
20110110,TESLA MOTORS INC,TSLA,0.007436
20110111,TESLA MOTORS INC,TSLA,-0.052373
20110112,TESLA MOTORS INC,TSLA,0.000000
20110113,TESLA MOTORS INC,TSLA,-0.027448
20110114,TESLA MOTORS INC,TSLA,-0.017925
20110118,TESLA MOTORS INC,TSLA,-0.004272
20110119,TESLA MOTORS INC,TSLA,-0.062792
20110120,TESLA MOTORS INC,TSLA,-0.058677
20110121,TESLA MOTORS INC,TSLA,0.018568
20110124,TESLA MOTORS INC,TSLA,0.062934
20110125,TESLA MOTORS INC,TSLA,0.007758
20110126,TESLA MOTORS INC,TSLA,0.002836
20110127,TESLA MOTORS INC,TSLA,0.006869
20110128,TESLA MOTORS INC,TSLA,-0.036517
20110131,TESLA MOTORS INC,TSLA,0.003748
20110201,TESLA MOTORS INC,TSLA,-0.007884
20110202,TESLA MOTORS INC,TSLA,0.001255
20110203,TESLA MOTORS INC,TSLA,-0.012949
20110204,TESLA MOTORS INC,TSLA,-0.007194
20110207,TESLA MOTORS INC,TSLA,-0.016624
20110208,TESLA MOTORS INC,TSLA,0.061552
20110209,TESLA MOTORS INC,TSLA,-0.052266
20110210,TESLA MOTORS INC,TSLA,0.000215
20110211,TESLA MOTORS INC,TSLA,0.001508
20110214,TESLA MOTORS INC,TSLA,-0.007312
20110215,TESLA MOTORS INC,TSLA,-0.010399
20110216,TESLA MOTORS INC,TSLA,0.082750
20110217,TESLA MOTORS INC,TSLA,-0.045693
20110218,TESLA MOTORS INC,TSLA,-0.017797
20110222,TESLA MOTORS INC,TSLA,-0.056514
20110223,TESLA MOTORS INC,TSLA,-0.001829
20110224,TESLA MOTORS INC,TSLA,0.032066
20110225,TESLA MOTORS INC,TSLA,0.047936
20110228,TESLA MOTORS INC,TSLA,0.011859
20110301,TESLA MOTORS INC,TSLA,0.002093
20110302,TESLA MOTORS INC,TSLA,0.003342
20110303,TESLA MOTORS INC,TSLA,0.014155
20110304,TESLA MOTORS INC,TSLA,0.024220
20110307,TESLA MOTORS INC,TSLA,-0.000401
20110308,TESLA MOTORS INC,TSLA,-0.011227
20110309,TESLA MOTORS INC,TSLA,0.002433
20110310,TESLA MOTORS INC,TSLA,-0.028722
20110311,TESLA MOTORS INC,TSLA,0.002499
20110314,TESLA MOTORS INC,TSLA,-0.034067
20110315,TESLA MOTORS INC,TSLA,-0.012903
20110316,TESLA MOTORS INC,TSLA,-0.005665
20110317,TESLA MOTORS INC,TSLA,-0.000438
20110318,TESLA MOTORS INC,TSLA,0.006576
20110321,TESLA MOTORS INC,TSLA,-0.010017
20110322,TESLA MOTORS INC,TSLA,-0.023757
20110323,TESLA MOTORS INC,TSLA,0.000901
20110324,TESLA MOTORS INC,TSLA,0.005403
20110325,TESLA MOTORS INC,TSLA,0.018809
20110328,TESLA MOTORS INC,TSLA,0.021978
20110329,TESLA MOTORS INC,TSLA,0.028817
20110330,TESLA MOTORS INC,TSLA,-0.008779
20110331,TESLA MOTORS INC,TSLA,0.170392
20110401,TESLA MOTORS INC,TSLA,-0.039279
20110404,TESLA MOTORS INC,TSLA,-0.031133
20110405,TESLA MOTORS INC,TSLA,0.033682
20110406,TESLA MOTORS INC,TSLA,-0.007865
20110407,TESLA MOTORS INC,TSLA,0.028313
20110408,TESLA MOTORS INC,TSLA,-0.027533
20110411,TESLA MOTORS INC,TSLA,-0.046055
20110412,TESLA MOTORS INC,TSLA,-0.024535
20110413,TESLA MOTORS INC,TSLA,0.011359
20110414,TESLA MOTORS INC,TSLA,0.008424
20110415,TESLA MOTORS INC,TSLA,0.017502
20110418,TESLA MOTORS INC,TSLA,-0.021501
20110419,TESLA MOTORS INC,TSLA,0.005194
20110420,TESLA MOTORS INC,TSLA,0.023450
20110421,TESLA MOTORS INC,TSLA,0.038447
20110425,TESLA MOTORS INC,TSLA,-0.013089
20110426,TESLA MOTORS INC,TSLA,0.020462
20110427,TESLA MOTORS INC,TSLA,0.005570
20110428,TESLA MOTORS INC,TSLA,0.021418
20110429,TESLA MOTORS INC,TSLA,-0.002169
20110502,TESLA MOTORS INC,TSLA,-0.005435
20110503,TESLA MOTORS INC,TSLA,-0.021129
20110504,TESLA MOTORS INC,TSLA,-0.006699
20110505,TESLA MOTORS INC,TSLA,-0.009367
20110506,TESLA MOTORS INC,TSLA,0.025719
20110509,TESLA MOTORS INC,TSLA,0.029130
20110510,TESLA MOTORS INC,TSLA,0.015048
20110511,TESLA MOTORS INC,TSLA,-0.044476
20110512,TESLA MOTORS INC,TSLA,0.022165
20110513,TESLA MOTORS INC,TSLA,-0.004337
20110516,TESLA MOTORS INC,TSLA,-0.034483
20110517,TESLA MOTORS INC,TSLA,-0.024060
20110518,TESLA MOTORS INC,TSLA,0.015023
20110519,TESLA MOTORS INC,TSLA,0.070209
20110520,TESLA MOTORS INC,TSLA,-0.008156
20110523,TESLA MOTORS INC,TSLA,-0.041115
20110524,TESLA MOTORS INC,TSLA,-0.003729
20110525,TESLA MOTORS INC,TSLA,0.084581
20110526,TESLA MOTORS INC,TSLA,0.017253
20110527,TESLA MOTORS INC,TSLA,0.002374
20110531,TESLA MOTORS INC,TSLA,0.019966
20110601,TESLA MOTORS INC,TSLA,-0.053849
20110602,TESLA MOTORS INC,TSLA,0.008521
20110603,TESLA MOTORS INC,TSLA,0.047636
20110606,TESLA MOTORS INC,TSLA,-0.047461
20110607,TESLA MOTORS INC,TSLA,-0.011498
20110608,TESLA MOTORS INC,TSLA,-0.044061
20110609,TESLA MOTORS INC,TSLA,0.018437
20110610,TESLA MOTORS INC,TSLA,0.008689
20110613,TESLA MOTORS INC,TSLA,0.020459
20110614,TESLA MOTORS INC,TSLA,0.005980
20110615,TESLA MOTORS INC,TSLA,-0.044755
20110616,TESLA MOTORS INC,TSLA,-0.030015
20110617,TESLA MOTORS INC,TSLA,0.000000
20110620,TESLA MOTORS INC,TSLA,-0.018491
20110621,TESLA MOTORS INC,TSLA,0.058439
20110622,TESLA MOTORS INC,TSLA,-0.011624
20110623,TESLA MOTORS INC,TSLA,0.018376
20110624,TESLA MOTORS INC,TSLA,-0.005233
20110627,TESLA MOTORS INC,TSLA,-0.003809
20110628,TESLA MOTORS INC,TSLA,0.023671
20110629,TESLA MOTORS INC,TSLA,0.006403
20110630,TESLA MOTORS INC,TSLA,0.029692
20110701,TESLA MOTORS INC,TSLA,-0.003776
20110705,TESLA MOTORS INC,TSLA,0.004135
20110706,TESLA MOTORS INC,TSLA,-0.006177
20110707,TESLA MOTORS INC,TSLA,0.026588
20110708,TESLA MOTORS INC,TSLA,-0.030945
20110711,TESLA MOTORS INC,TSLA,-0.015967
20110712,TESLA MOTORS INC,TSLA,-0.006349
20110713,TESLA MOTORS INC,TSLA,0.016684
20110714,TESLA MOTORS INC,TSLA,-0.035964
20110715,TESLA MOTORS INC,TSLA,-0.001087
20110718,TESLA MOTORS INC,TSLA,-0.012690
20110719,TESLA MOTORS INC,TSLA,0.024238
20110720,TESLA MOTORS INC,TSLA,0.028684
20110721,TESLA MOTORS INC,TSLA,0.000349
20110722,TESLA MOTORS INC,TSLA,0.020557
20110725,TESLA MOTORS INC,TSLA,-0.027313
20110726,TESLA MOTORS INC,TSLA,-0.017199
20110727,TESLA MOTORS INC,TSLA,-0.012857
20110728,TESLA MOTORS INC,TSLA,0.019175
20110729,TESLA MOTORS INC,TSLA,0.000000
20110801,TESLA MOTORS INC,TSLA,0.021299
20110802,TESLA MOTORS INC,TSLA,-0.049705
20110803,TESLA MOTORS INC,TSLA,-0.005121
20110804,TESLA MOTORS INC,TSLA,-0.090074
20110805,TESLA MOTORS INC,TSLA,-0.020606
20110808,TESLA MOTORS INC,TSLA,-0.024752
20110809,TESLA MOTORS INC,TSLA,0.060068
20110810,TESLA MOTORS INC,TSLA,-0.049481
20110811,TESLA MOTORS INC,TSLA,0.062133
20110812,TESLA MOTORS INC,TSLA,0.039921
20110815,TESLA MOTORS INC,TSLA,-0.003041
20110816,TESLA MOTORS INC,TSLA,-0.004956
20110817,TESLA MOTORS INC,TSLA,-0.010345
20110818,TESLA MOTORS INC,TSLA,-0.060782
20110819,TESLA MOTORS INC,TSLA,-0.080791
20110822,TESLA MOTORS INC,TSLA,-0.015695
20110823,TESLA MOTORS INC,TSLA,0.046014
20110824,TESLA MOTORS INC,TSLA,0.039634
20110825,TESLA MOTORS INC,TSLA,-0.031839
20110826,TESLA MOTORS INC,TSLA,0.026828
20110829,TESLA MOTORS INC,TSLA,0.041298
20110830,TESLA MOTORS INC,TSLA,-0.003238
20110831,TESLA MOTORS INC,TSLA,0.004466
20110901,TESLA MOTORS INC,TSLA,-0.029911
20110902,TESLA MOTORS INC,TSLA,-0.038750
20110906,TESLA MOTORS INC,TSLA,-0.005635
20110907,TESLA MOTORS INC,TSLA,0.039233
20110908,TESLA MOTORS INC,TSLA,-0.009648
20110909,TESLA MOTORS INC,TSLA,-0.027107
20110912,TESLA MOTORS INC,TSLA,-0.003918
20110913,TESLA MOTORS INC,TSLA,0.052448
20110914,TESLA MOTORS INC,TSLA,0.010797
20110915,TESLA MOTORS INC,TSLA,0.019721
20110916,TESLA MOTORS INC,TSLA,0.039484
20110919,TESLA MOTORS INC,TSLA,-0.001163
20110920,TESLA MOTORS INC,TSLA,0.009313
20110921,TESLA MOTORS INC,TSLA,-0.006151
20110922,TESLA MOTORS INC,TSLA,-0.008511
20110923,TESLA MOTORS INC,TSLA,0.029263
20110926,TESLA MOTORS INC,TSLA,-0.032600
20110927,TESLA MOTORS INC,TSLA,0.026254
20110928,TESLA MOTORS INC,TSLA,-0.061092
20110929,TESLA MOTORS INC,TSLA,-0.019113
20110930,TESLA MOTORS INC,TSLA,0.011194
20111003,TESLA MOTORS INC,TSLA,-0.027060
20111004,TESLA MOTORS INC,TSLA,-0.002950
20111005,TESLA MOTORS INC,TSLA,0.072274
20111006,TESLA MOTORS INC,TSLA,0.062672
20111007,TESLA MOTORS INC,TSLA,0.001113
20111010,TESLA MOTORS INC,TSLA,0.032975
20111011,TESLA MOTORS INC,TSLA,-0.009684
20111012,TESLA MOTORS INC,TSLA,0.006882
20111013,TESLA MOTORS INC,TSLA,0.005036
20111014,TESLA MOTORS INC,TSLA,0.003937
20111017,TESLA MOTORS INC,TSLA,-0.022460
20111018,TESLA MOTORS INC,TSLA,0.033552
20111019,TESLA MOTORS INC,TSLA,-0.027170
20111020,TESLA MOTORS INC,TSLA,-0.008342
20111021,TESLA MOTORS INC,TSLA,0.025238
20111024,TESLA MOTORS INC,TSLA,0.018552
20111025,TESLA MOTORS INC,TSLA,-0.010508
20111026,TESLA MOTORS INC,TSLA,-0.009558
20111027,TESLA MOTORS INC,TSLA,0.027877
20111028,TESLA MOTORS INC,TSLA,0.038595
20111031,TESLA MOTORS INC,TSLA,-0.016739
20111101,TESLA MOTORS INC,TSLA,-0.016684
20111102,TESLA MOTORS INC,TSLA,-0.005886
20111103,TESLA MOTORS INC,TSLA,0.130617
20111104,TESLA MOTORS INC,TSLA,-0.004621
20111107,TESLA MOTORS INC,TSLA,-0.032188
20111108,TESLA MOTORS INC,TSLA,0.018228
20111109,TESLA MOTORS INC,TSLA,-0.030151
20111110,TESLA MOTORS INC,TSLA,0.014573
20111111,TESLA MOTORS INC,TSLA,0.073731
20111114,TESLA MOTORS INC,TSLA,-0.012485
20111115,TESLA MOTORS INC,TSLA,0.021373
20111116,TESLA MOTORS INC,TSLA,0.029767
20111117,TESLA MOTORS INC,TSLA,-0.036062
20111118,TESLA MOTORS INC,TSLA,-0.032067
20111121,TESLA MOTORS INC,TSLA,-0.025767
20111122,TESLA MOTORS INC,TSLA,0.009761
20111123,TESLA MOTORS INC,TSLA,-0.019333
20111125,TESLA MOTORS INC,TSLA,0.006677
20111128,TESLA MOTORS INC,TSLA,0.028427
20111129,TESLA MOTORS INC,TSLA,-0.024877
20111130,TESLA MOTORS INC,TSLA,0.031181
20111201,TESLA MOTORS INC,TSLA,-0.004276
20111202,TESLA MOTORS INC,TSLA,0.021472
20111205,TESLA MOTORS INC,TSLA,0.033634
20111206,TESLA MOTORS INC,TSLA,0.013074
20111207,TESLA MOTORS INC,TSLA,-0.019501
20111208,TESLA MOTORS INC,TSLA,-0.096519
20111209,TESLA MOTORS INC,TSLA,0.004856
20111212,TESLA MOTORS INC,TSLA,-0.020296
20111213,TESLA MOTORS INC,TSLA,-0.031569
20111214,TESLA MOTORS INC,TSLA,-0.031239
20111215,TESLA MOTORS INC,TSLA,0.003155
20111216,TESLA MOTORS INC,TSLA,-0.021663
20111219,TESLA MOTORS INC,TSLA,-0.008929
20111220,TESLA MOTORS INC,TSLA,0.005405
20111221,TESLA MOTORS INC,TSLA,-0.011828
20111222,TESLA MOTORS INC,TSLA,0.007254
20111223,TESLA MOTORS INC,TSLA,0.004681
20111227,TESLA MOTORS INC,TSLA,0.024014
20111228,TESLA MOTORS INC,TSLA,-0.002100
20111229,TESLA MOTORS INC,TSLA,0.007717
20111230,TESLA MOTORS INC,TSLA,-0.005917
20120103,TESLA MOTORS INC,TSLA,-0.016807
20120104,TESLA MOTORS INC,TSLA,-0.013177
20120105,TESLA MOTORS INC,TSLA,-0.021292
20120106,TESLA MOTORS INC,TSLA,-0.007743
20120109,TESLA MOTORS INC,TSLA,0.012635
20120110,TESLA MOTORS INC,TSLA,0.013578
20120111,TESLA MOTORS INC,TSLA,0.022085
20120112,TESLA MOTORS INC,TSLA,0.000708
20120113,TESLA MOTORS INC,TSLA,-0.193274
20120117,TESLA MOTORS INC,TSLA,0.167179
20120118,TESLA MOTORS INC,TSLA,0.007895
20120119,TESLA MOTORS INC,TSLA,-0.001865
20120120,TESLA MOTORS INC,TSLA,-0.005979
20120123,TESLA MOTORS INC,TSLA,0.006391
20120124,TESLA MOTORS INC,TSLA,0.024281
20120125,TESLA MOTORS INC,TSLA,0.020058
20120126,TESLA MOTORS INC,TSLA,0.034680
20120127,TESLA MOTORS INC,TSLA,0.013476
20120130,TESLA MOTORS INC,TSLA,0.008183
20120131,TESLA MOTORS INC,TSLA,-0.016909
20120201,TESLA MOTORS INC,TSLA,0.017544
20120202,TESLA MOTORS INC,TSLA,0.022650
20120203,TESLA MOTORS INC,TSLA,0.029752
20120206,TESLA MOTORS INC,TSLA,0.020867
20120207,TESLA MOTORS INC,TSLA,-0.006289
20120208,TESLA MOTORS INC,TSLA,0.010443
20120209,TESLA MOTORS INC,TSLA,0.020357
20120210,TESLA MOTORS INC,TSLA,-0.045427
20120213,TESLA MOTORS INC,TSLA,0.012540
20120214,TESLA MOTORS INC,TSLA,0.053350
20120215,TESLA MOTORS INC,TSLA,0.012964
20120216,TESLA MOTORS INC,TSLA,0.017262
20120217,TESLA MOTORS INC,TSLA,0.023113
20120221,TESLA MOTORS INC,TSLA,-0.013440
20120222,TESLA MOTORS INC,TSLA,-0.008116
20120223,TESLA MOTORS INC,TSLA,0.009059
20120224,TESLA MOTORS INC,TSLA,-0.022589
20120227,TESLA MOTORS INC,TSLA,-0.003852
20120228,TESLA MOTORS INC,TSLA,0.005651
20120229,TESLA MOTORS INC,TSLA,-0.011831
20120301,TESLA MOTORS INC,TSLA,0.029931
20120302,TESLA MOTORS INC,TSLA,-0.010753
20120305,TESLA MOTORS INC,TSLA,-0.007932
20120306,TESLA MOTORS INC,TSLA,-0.019544
20120307,TESLA MOTORS INC,TSLA,0.000302
20120308,TESLA MOTORS INC,TSLA,-0.001510
20120309,TESLA MOTORS INC,TSLA,0.050499
20120312,TESLA MOTORS INC,TSLA,0.036557
20120313,TESLA MOTORS INC,TSLA,0.002222
20120314,TESLA MOTORS INC,TSLA,-0.022167
20120315,TESLA MOTORS INC,TSLA,-0.008218
20120316,TESLA MOTORS INC,TSLA,0.009143
20120319,TESLA MOTORS INC,TSLA,-0.009626
20120320,TESLA MOTORS INC,TSLA,-0.000572
20120321,TESLA MOTORS INC,TSLA,0.005435
20120322,TESLA MOTORS INC,TSLA,-0.021337
20120323,TESLA MOTORS INC,TSLA,-0.009302
20120326,TESLA MOTORS INC,TSLA,0.097418
20120327,TESLA MOTORS INC,TSLA,0.014438
20120328,TESLA MOTORS INC,TSLA,-0.002372
20120329,TESLA MOTORS INC,TSLA,-0.013738
20120330,TESLA MOTORS INC,TSLA,-0.002411
20120402,TESLA MOTORS INC,TSLA,-0.017723
20120403,TESLA MOTORS INC,TSLA,0.039092
20120404,TESLA MOTORS INC,TSLA,-0.079190
20120405,TESLA MOTORS INC,TSLA,-0.014857
20120409,TESLA MOTORS INC,TSLA,-0.038573
20120410,TESLA MOTORS INC,TSLA,-0.020815
20120411,TESLA MOTORS INC,TSLA,0.019409
20120412,TESLA MOTORS INC,TSLA,0.010577
20120413,TESLA MOTORS INC,TSLA,0.004486
20120416,TESLA MOTORS INC,TSLA,-0.039893
20120417,TESLA MOTORS INC,TSLA,-0.000310
20120418,TESLA MOTORS INC,TSLA,0.013027
20120419,TESLA MOTORS INC,TSLA,0.015309
20120420,TESLA MOTORS INC,TSLA,0.000000
20120423,TESLA MOTORS INC,TSLA,-0.036791
20120424,TESLA MOTORS INC,TSLA,-0.003757
20120425,TESLA MOTORS INC,TSLA,0.034255
20120426,TESLA MOTORS INC,TSLA,0.017624
20120427,TESLA MOTORS INC,TSLA,-0.004479
20120430,TESLA MOTORS INC,TSLA,-0.006299
20120501,TESLA MOTORS INC,TSLA,0.019620
20120502,TESLA MOTORS INC,TSLA,0.004737
20120503,TESLA MOTORS INC,TSLA,-0.043606
20120504,TESLA MOTORS INC,TSLA,-0.019408
20120507,TESLA MOTORS INC,TSLA,0.020107
20120508,TESLA MOTORS INC,TSLA,-0.070219
20120509,TESLA MOTORS INC,TSLA,-0.004306
20120510,TESLA MOTORS INC,TSLA,0.096474
20120511,TESLA MOTORS INC,TSLA,-0.021541
20120514,TESLA MOTORS INC,TSLA,-0.067907
20120515,TESLA MOTORS INC,TSLA,-0.020958
20120516,TESLA MOTORS INC,TSLA,-0.008495
20120517,TESLA MOTORS INC,TSLA,-0.020905
20120518,TESLA MOTORS INC,TSLA,-0.035352
20120521,TESLA MOTORS INC,TSLA,0.043904
20120522,TESLA MOTORS INC,TSLA,0.070212
20120523,TESLA MOTORS INC,TSLA,0.007470
20120524,TESLA MOTORS INC,TSLA,-0.022566
20120525,TESLA MOTORS INC,TSLA,-0.016821
20120529,TESLA MOTORS INC,TSLA,0.063066
20120530,TESLA MOTORS INC,TSLA,-0.040391
20120531,TESLA MOTORS INC,TSLA,-0.029924
20120601,TESLA MOTORS INC,TSLA,-0.045763
20120604,TESLA MOTORS INC,TSLA,-0.009591
20120605,TESLA MOTORS INC,TSLA,0.001076
20120606,TESLA MOTORS INC,TSLA,0.046937
20120607,TESLA MOTORS INC,TSLA,-0.009925
20120608,TESLA MOTORS INC,TSLA,0.039751
20120611,TESLA MOTORS INC,TSLA,-0.031915
20120612,TESLA MOTORS INC,TSLA,0.018544
20120613,TESLA MOTORS INC,TSLA,0.003709
20120614,TESLA MOTORS INC,TSLA,-0.012765
20120615,TESLA MOTORS INC,TSLA,0.017693
20120618,TESLA MOTORS INC,TSLA,0.064527
20120619,TESLA MOTORS INC,TSLA,0.007852
20120620,TESLA MOTORS INC,TSLA,0.052664
20120621,TESLA MOTORS INC,TSLA,-0.047069
20120622,TESLA MOTORS INC,TSLA,0.049550
20120625,TESLA MOTORS INC,TSLA,-0.019979
20120626,TESLA MOTORS INC,TSLA,-0.045304
20120627,TESLA MOTORS INC,TSLA,0.011072
20120628,TESLA MOTORS INC,TSLA,-0.017209
20120629,TESLA MOTORS INC,TSLA,-0.003820
20120702,TESLA MOTORS INC,TSLA,-0.028444
20120703,TESLA MOTORS INC,TSLA,0.008553
20120705,TESLA MOTORS INC,TSLA,0.018591
20120706,TESLA MOTORS INC,TSLA,-0.007685
20120709,TESLA MOTORS INC,TSLA,0.016134
20120710,TESLA MOTORS INC,TSLA,-0.006986
20120711,TESLA MOTORS INC,TSLA,0.007675
20120712,TESLA MOTORS INC,TSLA,0.037766
20120713,TESLA MOTORS INC,TSLA,0.047401
20120716,TESLA MOTORS INC,TSLA,0.049927
20120717,TESLA MOTORS INC,TSLA,-0.072581
20120718,TESLA MOTORS INC,TSLA,-0.035982
20120719,TESLA MOTORS INC,TSLA,0.003732
20120720,TESLA MOTORS INC,TSLA,-0.014874
20120723,TESLA MOTORS INC,TSLA,-0.035546
20120724,TESLA MOTORS INC,TSLA,-0.026745
20120725,TESLA MOTORS INC,TSLA,-0.029826
20120726,TESLA MOTORS INC,TSLA,-0.028325
20120727,TESLA MOTORS INC,TSLA,0.049058
20120730,TESLA MOTORS INC,TSLA,-0.073196
